Territorio;Sexo;Medida;Valor;
E. singular Chircales;Ambos sexos;Población;22;
E. singular Chircales;Hombres;Población;14;
E. singular Chircales;Mujeres;Población;8;
Diseminado de Chircales;Ambos sexos;Población;22;
Diseminado de Chircales;Hombres;Población;14;
Diseminado de Chircales;Mujeres;Población;8;
E. singular El Papel;Ambos sexos;Población;20;
E. singular El Papel;Hombres;Población;11;
E. singular El Papel;Mujeres;Población;9;
Diseminado de El Papel;Ambos sexos;Población;20;
Diseminado de El Papel;Hombres;Población;11;
Diseminado de El Papel;Mujeres;Población;9;
E. singular El Parrizoso;Ambos sexos;Población;5;
E. singular El Parrizoso;Hombres;Población;3;
E. singular El Parrizoso;Mujeres;Población;2;
Diseminado de El Parrizoso;Ambos sexos;Población;5;
Diseminado de El Parrizoso;Hombres;Población;3;
Diseminado de El Parrizoso;Mujeres;Población;2;
E. singular La Sierra;Ambos sexos;Población;14;
E. singular La Sierra;Hombres;Población;10;
E. singular La Sierra;Mujeres;Población;4;
Diseminado de La Sierra;Ambos sexos;Población;14;
Diseminado de La Sierra;Hombres;Población;10;
Diseminado de La Sierra;Mujeres;Población;4;
E. singular Valdepeñas de Jaén;Ambos sexos;Población;3493;
E. singular Valdepeñas de Jaén;Hombres;Población;1736;
E. singular Valdepeñas de Jaén;Mujeres;Población;1757;
Núcleo Valdepeñas de Jaén;Ambos sexos;Población;3493;
Núcleo Valdepeñas de Jaén;Hombres;Población;1736;
Núcleo Valdepeñas de Jaén;Mujeres;Población;1757;
Vilches;Ambos sexos;Población;4213;
Vilches;Hombres;Población;2115;
Vilches;Mujeres;Población;2098;
E. singular Guadalén;Ambos sexos;Población;225;
E. singular Guadalén;Hombres;Población;100;
E. singular Guadalén;Mujeres;Población;125;
Núcleo Guadalén;Ambos sexos;Población;223;
Núcleo Guadalén;Hombres;Población;99;
Núcleo Guadalén;Mujeres;Población;124;
Diseminado de Guadalén;Ambos sexos;Población;2;
Diseminado de Guadalén;Hombres;Población;1;
Diseminado de Guadalén;Mujeres;Población;1;
E. singular Los Encinares;Ambos sexos;Población;12;
E. singular Los Encinares;Hombres;Población;9;
E. singular Los Encinares;Mujeres;Población;3;
Diseminado de Los Encinares;Ambos sexos;Población;12;
Diseminado de Los Encinares;Hombres;Población;9;
Diseminado de Los Encinares;Mujeres;Población;3;
E. singular Los Jarales;Ambos sexos;Población;4;
E. singular Los Jarales;Hombres;Población;3;
E. singular Los Jarales;Mujeres;Población;1;
Diseminado de Los Jarales;Ambos sexos;Población;4;
Diseminado de Los Jarales;Hombres;Población;3;
Diseminado de Los Jarales;Mujeres;Población;1;
E. singular Miraelrío;Ambos sexos;Población;153;
E. singular Miraelrío;Hombres;Población;77;
E. singular Miraelrío;Mujeres;Población;76;
Núcleo Miraelrío;Ambos sexos;Población;148;
Núcleo Miraelrío;Hombres;Población;74;
Núcleo Miraelrío;Mujeres;Población;74;
Diseminado de Miraelrío;Ambos sexos;Población;5;
Diseminado de Miraelrío;Hombres;Población;3;
Diseminado de Miraelrío;Mujeres;Población;2;
E. singular Pantano del Guadalén;Ambos sexos;Población;2;
E. singular Pantano del Guadalén;Hombres;Población;1;
E. singular Pantano del Guadalén;Mujeres;Población;1;
Diseminado de Pantano del Guadalén;Ambos sexos;Población;2;
Diseminado de Pantano del Guadalén;Hombres;Población;1;
Diseminado de Pantano del Guadalén;Mujeres;Población;1;
E. singular Vilches;Ambos sexos;Población;3817;
E. singular Vilches;Hombres;Población;1925;
E. singular Vilches;Mujeres;Población;1892;
Núcleo Vilches;Ambos sexos;Población;3813;
Núcleo Vilches;Hombres;Población;1923;
Núcleo Vilches;Mujeres;Población;1890;
Diseminado de Vilches;Ambos sexos;Población;4;
Diseminado de Vilches;Hombres;Población;2;
Diseminado de Vilches;Mujeres;Población;2;
Villacarrillo;Ambos sexos;Población;10329;
Villacarrillo;Hombres;Población;5183;
Villacarrillo;Mujeres;Población;5146;
E. singular Agrupación de Mogón;Ambos sexos;Población;142;
E. singular Agrupación de Mogón;Hombres;Población;65;
E. singular Agrupación de Mogón;Mujeres;Población;77;
Núcleo Agrupación de Mogón;Ambos sexos;Población;142;
Núcleo Agrupación de Mogón;Hombres;Población;65;
Núcleo Agrupación de Mogón;Mujeres;Población;77;
E. singular Arroturas;Ambos sexos;Población;28;
E. singular Arroturas;Hombres;Población;10;
E. singular Arroturas;Mujeres;Población;18;
Núcleo Arroturas;Ambos sexos;Población;28;
Núcleo Arroturas;Hombres;Población;10;
Núcleo Arroturas;Mujeres;Población;18;
E. singular Herrera-Puente del Condado;Ambos sexos;Población;6;
E. singular Herrera-Puente del Condado;Hombres;Población;4;
E. singular Herrera-Puente del Condado;Mujeres;Población;2;
Diseminado de Herrera-Puente del Condado;Ambos sexos;Población;6;
Diseminado de Herrera-Puente del Condado;Hombres;Población;4;
Diseminado de Herrera-Puente del Condado;Mujeres;Población;2;
E. singular La Caleruela;Ambos sexos;Población;161;
E. singular La Caleruela;Hombres;Población;84;
E. singular La Caleruela;Mujeres;Población;77;
Núcleo La Caleruela;Ambos sexos;Población;144;
Núcleo La Caleruela;Hombres;Población;76;
Núcleo La Caleruela;Mujeres;Población;68;
Diseminado de La Caleruela;Ambos sexos;Población;17;
Diseminado de La Caleruela;Hombres;Población;8;
Diseminado de La Caleruela;Mujeres;Población;9;
E. singular Mogón;Ambos sexos;Población;812;
E. singular Mogón;Hombres;Población;422;
E. singular Mogón;Mujeres;Población;390;
Núcleo Mogón;Ambos sexos;Población;798;
Núcleo Mogón;Hombres;Población;414;
Núcleo Mogón;Mujeres;Población;384;
Diseminado de Mogón;Ambos sexos;Población;14;
Diseminado de Mogón;Hombres;Población;8;
Diseminado de Mogón;Mujeres;Población;6;
E. singular Sierra;Ambos sexos;Población;97;
E. singular Sierra;Hombres;Población;53;
E. singular Sierra;Mujeres;Población;44;
Diseminado de Sierra;Ambos sexos;Población;97;
Diseminado de Sierra;Hombres;Población;53;
Diseminado de Sierra;Mujeres;Población;44;
E. singular Villacarrillo;Ambos sexos;Población;9083;
E. singular Villacarrillo;Hombres;Población;4545;
E. singular Villacarrillo;Mujeres;Población;4538;
Núcleo Villacarrillo;Ambos sexos;Población;9083;
Núcleo Villacarrillo;Hombres;Población;4545;
Núcleo Villacarrillo;Mujeres;Población;4538;
Villanueva de la Reina;Ambos sexos;Población;2965;
Villanueva de la Reina;Hombres;Población;1514;
Villanueva de la Reina;Mujeres;Población;1451;
E. singular La Condesa;Ambos sexos;Población;59;
E. singular La Condesa;Hombres;Población;34;
E. singular La Condesa;Mujeres;Población;25;
Diseminado de La Condesa;Ambos sexos;Población;59;
Diseminado de La Condesa;Hombres;Población;34;
Diseminado de La Condesa;Mujeres;Población;25;
E. singular La Crujía;Ambos sexos;Población;12;
E. singular La Crujía;Hombres;Población;7;
E. singular La Crujía;Mujeres;Población;5;
Diseminado de La Crujía;Ambos sexos;Población;12;
Diseminado de La Crujía;Hombres;Población;7;
Diseminado de La Crujía;Mujeres;Población;5;
E. singular La Quintería;Ambos sexos;Población;205;
E. singular La Quintería;Hombres;Población;115;
E. singular La Quintería;Mujeres;Población;90;
Núcleo La Quintería;Ambos sexos;Población;199;
Núcleo La Quintería;Hombres;Población;111;
Núcleo La Quintería;Mujeres;Población;88;
Diseminado de La Quintería;Ambos sexos;Población;6;
Diseminado de La Quintería;Hombres;Población;4;
Diseminado de La Quintería;Mujeres;Población;2;
E. singular Rincón de San Ildefonso;Ambos sexos;Población;47;
E. singular Rincón de San Ildefonso;Hombres;Población;26;
E. singular Rincón de San Ildefonso;Mujeres;Población;21;
Diseminado de Rincón de San Ildefonso;Ambos sexos;Población;47;
Diseminado de Rincón de San Ildefonso;Hombres;Población;26;
Diseminado de Rincón de San Ildefonso;Mujeres;Población;21;
E. singular Villanueva de la Reina;Ambos sexos;Población;2642;
E. singular Villanueva de la Reina;Hombres;Población;1332;
E. singular Villanueva de la Reina;Mujeres;Población;1310;
Núcleo Villanueva de la Reina;Ambos sexos;Población;2638;
Núcleo Villanueva de la Reina;Hombres;Población;1329;
Núcleo Villanueva de la Reina;Mujeres;Población;1309;
Diseminado de Villanueva de la Reina;Ambos sexos;Población;4;
Diseminado de Villanueva de la Reina;Hombres;Población;3;
Diseminado de Villanueva de la Reina;Mujeres;Población;1;
Villanueva del Arzobispo;Ambos sexos;Población;7779;
Villanueva del Arzobispo;Hombres;Población;4023;
Villanueva del Arzobispo;Mujeres;Población;3756;
E. singular Gútar;Ambos sexos;Población;71;
E. singular Gútar;Hombres;Población;38;
E. singular Gútar;Mujeres;Población;33;
Núcleo Gútar;Ambos sexos;Población;71;
Núcleo Gútar;Hombres;Población;38;
Núcleo Gútar;Mujeres;Población;33;
E. singular Villanueva del Arzobispo;Ambos sexos;Población;7708;
E. singular Villanueva del Arzobispo;Hombres;Población;3985;
E. singular Villanueva del Arzobispo;Mujeres;Población;3723;
Núcleo Villanueva del Arzobispo;Ambos sexos;Población;7587;
Núcleo Villanueva del Arzobispo;Hombres;Población;3910;
Núcleo Villanueva del Arzobispo;Mujeres;Población;3677;
Diseminado de Villanueva del Arzobispo;Ambos sexos;Población;121;
Diseminado de Villanueva del Arzobispo;Hombres;Población;75;
Diseminado de Villanueva del Arzobispo;Mujeres;Población;46;
Villardompardo;Ambos sexos;Población;924;
Villardompardo;Hombres;Población;466;
Villardompardo;Mujeres;Población;458;
E. singular Villardompardo;Ambos sexos;Población;924;
E. singular Villardompardo;Hombres;Población;466;
E. singular Villardompardo;Mujeres;Población;458;
Núcleo Villardompardo;Ambos sexos;Población;924;
Núcleo Villardompardo;Hombres;Población;466;
Núcleo Villardompardo;Mujeres;Población;458;
Villarrodrigo;Ambos sexos;Población;394;
Villarrodrigo;Hombres;Población;214;
Villarrodrigo;Mujeres;Población;180;
E. singular Onsares;Ambos sexos;Población;69;
E. singular Onsares;Hombres;Población;37;
E. singular Onsares;Mujeres;Población;32;
Núcleo Onsares;Ambos sexos;Población;69;
Núcleo Onsares;Hombres;Población;37;
Núcleo Onsares;Mujeres;Población;32;
E. singular Villarrodrigo;Ambos sexos;Población;325;
E. singular Villarrodrigo;Hombres;Población;177;
E. singular Villarrodrigo;Mujeres;Población;148;
Núcleo Villarrodrigo;Ambos sexos;Población;316;
Núcleo Villarrodrigo;Hombres;Población;172;
Núcleo Villarrodrigo;Mujeres;Población;144;
Diseminado de Villarrodrigo;Ambos sexos;Población;9;
Diseminado de Villarrodrigo;Hombres;Población;5;
Diseminado de Villarrodrigo;Mujeres;Población;4;
Villatorres;Ambos sexos;Población;4272;
Villatorres;Hombres;Población;2189;
Villatorres;Mujeres;Población;2083;
E. singular Torrequebradilla;Ambos sexos;Población;277;
E. singular Torrequebradilla;Hombres;Población;139;
E. singular Torrequebradilla;Mujeres;Población;138;
Núcleo Torrequebradilla;Ambos sexos;Población;277;
Núcleo Torrequebradilla;Hombres;Población;139;
Núcleo Torrequebradilla;Mujeres;Población;138;
E. singular Vados de Torralba;Ambos sexos;Población;162;
E. singular Vados de Torralba;Hombres;Población;92;
E. singular Vados de Torralba;Mujeres;Población;70;
Núcleo Vados de Torralba;Ambos sexos;Población;158;
Núcleo Vados de Torralba;Hombres;Población;89;
Núcleo Vados de Torralba;Mujeres;Población;69;
Diseminado de Vados de Torralba;Ambos sexos;Población;4;
Diseminado de Vados de Torralba;Hombres;Población;3;
Diseminado de Vados de Torralba;Mujeres;Población;1;
E. singular Villargordo;Ambos sexos;Población;3833;
E. singular Villargordo;Hombres;Población;1958;
E. singular Villargordo;Mujeres;Población;1875;
Núcleo Villargordo;Ambos sexos;Población;3827;
Núcleo Villargordo;Hombres;Población;1955;
Núcleo Villargordo;Mujeres;Población;1872;
Diseminado de Villargordo;Ambos sexos;Población;6;
Diseminado de Villargordo;Hombres;Población;3;
Diseminado de Villargordo;Mujeres;Población;3;               
Málaga;Ambos sexos;Población;1774701;
Málaga;Hombres;Población;867140;
Málaga;Mujeres;Población;907561;
Alameda;Ambos sexos;Población;5439;
Alameda;Hombres;Población;2745;
Alameda;Mujeres;Población;2694;
E. singular Alameda;Ambos sexos;Población;5439;
E. singular Alameda;Hombres;Población;2745;
E. singular Alameda;Mujeres;Población;2694;
Núcleo Alameda;Ambos sexos;Población;5401;
Núcleo Alameda;Hombres;Población;2725;
Núcleo Alameda;Mujeres;Población;2676;
Diseminado de Alameda;Ambos sexos;Población;38;
Diseminado de Alameda;Hombres;Población;20;
Diseminado de Alameda;Mujeres;Población;18;
Alcaucín;Ambos sexos;Población;2691;
Alcaucín;Hombres;Población;1368;
Alcaucín;Mujeres;Población;1323;
E. singular Alcaucín;Ambos sexos;Población;928;
E. singular Alcaucín;Hombres;Población;468;
E. singular Alcaucín;Mujeres;Población;460;
Núcleo Alcaucín;Ambos sexos;Población;652;
Núcleo Alcaucín;Hombres;Población;327;
Núcleo Alcaucín;Mujeres;Población;325;
Diseminado de Alcaucín;Ambos sexos;Población;276;
Diseminado de Alcaucín;Hombres;Población;141;
Diseminado de Alcaucín;Mujeres;Población;135;
E. singular Cortijillos;Ambos sexos;Población;122;
E. singular Cortijillos;Hombres;Población;63;
E. singular Cortijillos;Mujeres;Población;59;
Núcleo Los Cortijillos;Ambos sexos;Población;35;
Núcleo Los Cortijillos;Hombres;Población;18;
Núcleo Los Cortijillos;Mujeres;Población;17;
Diseminado de Cortijillos;Ambos sexos;Población;87;
Diseminado de Cortijillos;Hombres;Población;45;
Diseminado de Cortijillos;Mujeres;Población;42;
E. singular El Cerro;Ambos sexos;Población;45;
E. singular El Cerro;Hombres;Población;23;
E. singular El Cerro;Mujeres;Población;22;
Núcleo El Cerro;Ambos sexos;Población;45;
Núcleo El Cerro;Hombres;Población;23;
Núcleo El Cerro;Mujeres;Población;22;
E. singular Espino;Ambos sexos;Población;90;
E. singular Espino;Hombres;Población;52;
E. singular Espino;Mujeres;Población;38;
Núcleo Espino;Ambos sexos;Población;21;
Núcleo Espino;Hombres;Población;11;
Núcleo Espino;Mujeres;Población;10;
Núcleo Las Majadas;Ambos sexos;Población;7;
Núcleo Las Majadas;Hombres;Población;5;
Núcleo Las Majadas;Mujeres;Población;2;
Diseminado de Espino;Ambos sexos;Población;62;
Diseminado de Espino;Hombres;Población;36;
Diseminado de Espino;Mujeres;Población;26;
E. singular Pilarejo;Ambos sexos;Población;173;
E. singular Pilarejo;Hombres;Población;95;
E. singular Pilarejo;Mujeres;Población;78;
Diseminado de Pilarejo;Ambos sexos;Población;173;
Diseminado de Pilarejo;Hombres;Población;95;
Diseminado de Pilarejo;Mujeres;Población;78;
E. singular Puente de Salia;Ambos sexos;Población;841;
E. singular Puente de Salia;Hombres;Población;418;
E. singular Puente de Salia;Mujeres;Población;423;
Núcleo El Puente;Ambos sexos;Población;670;
Núcleo El Puente;Hombres;Población;331;
Núcleo El Puente;Mujeres;Población;339;
Diseminado de Puente de Salia;Ambos sexos;Población;171;
Diseminado de Puente de Salia;Hombres;Población;87;
Diseminado de Puente de Salia;Mujeres;Población;84;
E. singular Toril;Ambos sexos;Población;61;
E. singular Toril;Hombres;Población;32;
E. singular Toril;Mujeres;Población;29;
Núcleo El Toril;Ambos sexos;Población;34;
Núcleo El Toril;Hombres;Población;17;
Núcleo El Toril;Mujeres;Población;17;
Diseminado de Toril;Ambos sexos;Población;27;
Diseminado de Toril;Hombres;Población;15;
Diseminado de Toril;Mujeres;Población;12;
E. singular Venta Baja;Ambos sexos;Población;431;
E. singular Venta Baja;Hombres;Población;217;
E. singular Venta Baja;Mujeres;Población;214;
Núcleo Venta Baja;Ambos sexos;Población;269;
Núcleo Venta Baja;Hombres;Población;140;
Núcleo Venta Baja;Mujeres;Población;129;
Diseminado de Venta Baja;Ambos sexos;Población;162;
Diseminado de Venta Baja;Hombres;Población;77;
Diseminado de Venta Baja;Mujeres;Población;85;
Alfarnate;Ambos sexos;Población;1045;
Alfarnate;Hombres;Población;542;
Alfarnate;Mujeres;Población;503;
E. singular Alfarnate;Ambos sexos;Población;1045;
E. singular Alfarnate;Hombres;Población;542;
E. singular Alfarnate;Mujeres;Población;503;
Núcleo Alfarnate;Ambos sexos;Población;1030;
Núcleo Alfarnate;Hombres;Población;531;
Núcleo Alfarnate;Mujeres;Población;499;
Diseminado de Alfarnate;Ambos sexos;Población;15;
Diseminado de Alfarnate;Hombres;Población;11;
Diseminado de Alfarnate;Mujeres;Población;4;
Alfarnatejo;Ambos sexos;Población;371;
Alfarnatejo;Hombres;Población;191;
Alfarnatejo;Mujeres;Población;180;
E. singular Alfarnatejo;Ambos sexos;Población;371;
E. singular Alfarnatejo;Hombres;Población;191;
E. singular Alfarnatejo;Mujeres;Población;180;
Núcleo Alfarnatejo;Ambos sexos;Población;186;
Núcleo Alfarnatejo;Hombres;Población;95;
Núcleo Alfarnatejo;Mujeres;Población;91;
Diseminado de Alfarnatejo;Ambos sexos;Población;185;
Diseminado de Alfarnatejo;Hombres;Población;96;
Diseminado de Alfarnatejo;Mujeres;Población;89;
Algarrobo;Ambos sexos;Población;6898;
Algarrobo;Hombres;Población;3467;
Algarrobo;Mujeres;Población;3431;
E. singular Algarrobo;Ambos sexos;Población;2979;
E. singular Algarrobo;Hombres;Población;1498;
E. singular Algarrobo;Mujeres;Población;1481;
Núcleo Algarrobo;Ambos sexos;Población;2513;
Núcleo Algarrobo;Hombres;Población;1253;
Núcleo Algarrobo;Mujeres;Población;1260;
Núcleo Los Llanos;Ambos sexos;Población;194;
Núcleo Los Llanos;Hombres;Población;96;
Núcleo Los Llanos;Mujeres;Población;98;
Diseminado de Algarrobo;Ambos sexos;Población;272;
Diseminado de Algarrobo;Hombres;Población;149;
Diseminado de Algarrobo;Mujeres;Población;123;
E. singular Algarrobo-Costa;Ambos sexos;Población;3919;
E. singular Algarrobo-Costa;Hombres;Población;1969;
